DIRECCIÓN,BARRIO,X,Y,TIPO,DIÁMETRO HIDRANTE,Longitud,Latitud
CL 35 # 23-51 ,Antonia Santos centro,1105800.29,1279325.267,Tipo Milán,4'',-73.11979239,7.121073261
CL 100 # 36-42 T 9 ,El Tejar,1107598.699,1276484.956,Tipo Milán,3'',-73.10356868,7.09536006
AV EL TEJAR # 35-99 ,El Tejar,1107530.326,1276478.094,Tipo Milán,3'',-73.10418763,7.095299312
VIA PALENQUE-CAFE KM 2 ,Río de Oro II,1100828.961,1276847.003,Tipo Tráfico,4'',-73.16483364,7.098757862
CL 28 # 7-58,Girardot,1104332.489,1279353.298,Tipo Milán,3'',-73.13307733,7.121354
CRA 14 # 51-18 ,San Miguel,1105193.913,1277988.108,Tipo Milán,3'',-73.12530578,7.108995272
CL 68 # 16-07,La Victoria,1106162.262,1276830.971,Tipo Milán,3'',-73.11656297,7.09851548
CRA 13 # 200-127 T 1 ,Bolarqui,1106413.049,1278320.228,Tipo Tráfico,4'',-73.11426511,7.111975173
VIA CAFE MADRID # 2-58,13 de Junio,1104478.811,1282562.78,Tipo Tráfico,4'',-73.13169335,7.150368397
CL 36#27-79,Mejoras Públicas,1106238.086,1279405.953,Tipo Tráfico,4'',-73.11582827,7.121794529
CRA 27 # 36-07,Mejoras Públicas,1106172.932,1279353.362,Tipo Tráfico,4'',-73.11641899,7.121320273
CRA 17A # 55-62,La Concordia,1105854.648,1277864.048,Tipo Tráfico,4'',-73.11932778,7.107861319
CRA 33 # 86-76 T 2 ,San Martin,1107020.279,1276910.493,Tipo Tráfico,4'',-73.10879574,7.099218289
CL 28 # 31-22 ,La Aurora,1106233.239,1280164.111,Tipo Tráfico,4'',-73.11585786,7.128649136
CRA 49 # 72-31 QUINTA 35,El Tejar,1107679.172,1277373.252,Tipo Tráfico,4'',-73.10282343,7.103389602
CIRCUN 35 # 72-95 SALA DE VENTAS,El Tejar,1107523.707,1277085.269,Tipo Tráfico,4'',-73.104236,7.100788908
CL 7N # 1-63 B.MIRAMAR,Miramar,1104621.129,1282141.306,Tipo Tráfico,4'',-73.13041295,7.146555185
BV EL TEJAR # 35-95,El Tejar,1107563.042,1276775.686,Tipo Milán,4'',-73.10388586,7.097989226
CRA 48 # 53-56 ,Terrazas,1107498.046,1278363.571,Tipo Milán,3'',-73.10444394,7.112346512
CL 47 # 10W,Campo Hermoso,1103480.708,1277147.924,Tipo Milán,3'',-73.14082745,7.101430696
CALLE 19N CRA 21AN,Villa Helena II,1104852.871,1283060.919,Tipo Milán,3'',-73.12829811,7.154865125
CRA 24 # 33A-28,Antonia Santos centro,1105788.847,1279448.411,Tipo Tráfico,4'',-73.11989365,7.122186826
CALLE 56 CRA 30,Mercedes,1106719.422,1278024.792,Tipo Milán,3'',-73.1114977,7.10929836
CL 105 # 5-06 LADRILLERA BAUTISTA,,1103893.95,1274654.28,Tipo Tráfico,4'',-73.13713296,7.078877886
CALLE 34 CRA 34 ESQUINA,Cabecera del Llano,1106809.371,1279102.437,Tipo Milán,3'',-73.11066318,7.119039656
CRA 35A CALLE 46 ESQUINA,Cabecera del Llano,1106933.466,1279017.608,Tipo Tráfico,4'',-73.10954159,7.118270373
CALLE 53 CRA 21,La Concordia,1106082.233,1278217.431,Tipo Milán,3'',-73.11726128,7.111051998
CRA 20 CALLE 104,Provenza,1106050.024,1275456.921,Tipo Milán,3'',-73.11760454,7.086094749
VIA GIRON KM 4 PRONALCI S.A.,Quebrada La iglesia I,1103768.658,1275542.861,Tipo Milán,3'',-73.13825065,7.086913917
CRA 23 # 105-08,Provenza,1106503.062,1275360.53,Tipo Tráfico,4'',-73.11350611,7.085214794
CALLE 111 # 23B-52,Provenza,1106480.451,1274998.159,Tipo Tráfico,4'',-73.11371755,7.081939006
CRA 20F # 43N-71 ,Colorados,1104252.936,1285232.093,Tipo Milán,3'',-73.13368831,7.174505971
CRA 26B # 1N-193,Regadero Norte,1105433.035,1282434.057,Tipo Tráfico,4'',-73.12305828,7.149186793
CRA 14W # 60-36,Brisas del Mutis,1104194.385,1276528.197,Tipo Milán,3'',-73.13437944,7.095814612
CRA 30 # 11 ESTADIO,San Alonso,1106027.386,1281093.919,Tipo Tráfico,4'',-73.11770361,7.137059419
CL 39#22 ESQUINA PARQUE BOLÍVAR,Bólivar,1105787.155,1279014.36,Tipo Milán,3'',-73.11991711,7.118262588
CRA 40 # 48-33,Cabecera del Llano,1107308.826,1278833.009,Tipo Tráfico,4'',-73.10614766,7.116594293
AVENIDA 42 # 48-86,Cabecera del Llano,1107349.747,1278820.432,Tipo Milán,3'',-73.10577751,7.11647981
CALLE 32 # 31-58,Mejoras Públicas,1106421.524,1279951.202,Tipo Tráfico,4'',-73.11415764,7.126720676
CRA 22 CALLE 107,Provenza,1106298.591,1275247.393,Tipo Tráfico,4'',-73.1153588,7.084195747
CRA 22 CALLE 115,Provenza,1106279.252,1274797.53,Tipo Tráfico,4'',-73.11554226,7.080128886
CALLE 42 # 29-50,Mejoras Públicas,1106596.872,1279272.068,Tipo Tráfico,4'',-73.11258335,7.120577311
CRA 20H # 41N ,Campestre Norte,1104269.501,1285042.911,Tipo Tráfico,4'',-73.13354188,7.172795261
CALLE 17N # 34A-07,Los Angeles,1105383.794,1282842.153,Tipo Milán,3'',-73.12349635,7.152877324
CRA 43 # 32-107,Alvarez las Américas,1107042.618,1280082.365,Tipo Tráfico,4'',-73.10853342,7.127894766
CRA 40 # 32A-17,Alvarez las Américas,1106968.601,1280015.341,Tipo Tráfico,4'',-73.10920465,7.12729021
CALLE 65 # 18-49,La Victoria,1106112.721,1277143.783,Tipo Milán,3'',-73.11700548,7.101344545
CRA 17A # 58-79,Ricaurte,1105963.74,1277628.641,Tipo Tráfico,4'',-73.11834481,7.105730953
CALLE52#54-41,Pan de Azucar,1107958.316,1278782.839,Tipo Milán,3'',-73.10027,7.116128333
CRA35 # 64-03,Monterredondo,1103766.92,1275982.637,Tipo Tráfico,3'',-73.13825833,7.09089
CALLE 65 # 30W-09,Monterredondo,1103915.612,1275940.723,Tipo Tráfico,3'',-73.13691333,7.090508333
CALLE 10 CRA 36,Los Pinos,1106958.136,1281035.28,Tipo Milán,2'',-73.10928,7.136511667
CALLE 58 # 9-24,12 de Octubre,1101668.57,1275235.533,Tipo Tráfico,3'',-73.15726333,7.084173333
CALLE 56 # 8-47,12 de Octubre,1101937.813,1275227.034,Tipo Tráfico,3'',-73.15482667,7.084091667
CALLE 56 # 7-10,12 de Octubre,1102104.672,1275217.043,Tipo Milán,3'',-73.15331667,7.083998333
CALLE 70 CRA 43,12 de Octubre,1103681.61,1275460.588,Tipo Milán,3'',-73.13904,7.086171667
CALLE 70  CRA40,12 de Octubre,1104196.193,1275698.512,Tipo Milán,3'',-73.13437833,7.088313333
CRA 22 # 11-82,San Francisco,1105226.254,1280921.066,Tipo Milán,3'',-73.12495833,7.135511667
MANZANA F PASEO DE LA FERIA,La Feria,1103557.472,1279384.275,Tipo Milán,3'',-73.14009167,7.121648333
CRA11 # 27-04,Don Bosco,1103339.142,1278743.221,Tipo Milán,3'',-73.14207958,7.115856507
CALKE 1 # 17-04,Transición,1104595.88,1281863.796,Tipo Milán,3'',-73.13064667,7.144046667
CRA 13 # 27-05,Santander,1103211.409,1278691.18,Tipo Milán,3'',-73.14323667,7.115388333
CRA15 OCC # 31 OCC-06,Don Bosco,1102808.006,1278212.18,Tipo Milán,3'',-73.14689667,7.111065
CALLE 37 # 1OCC-37,La Joya,1103841.571,1278308.1,Tipo Milán,3'',-73.13754,7.111913333
CALLE 19 CRA 21,Villa Helena II,1104858.725,1283067.554,Tipo Milán,3'',-73.128245,7.154925
CAFE MADRID,Café Madrid,1103466.429,1283772.212,Tipo Milán,3'',-73.140835,7.161321667
CALLE 52 #54-41,Pan de Azucar,1107956.659,1278782.835,Tipo Milán,3'',-73.100285,7.116128333
DIAG 52 # 50-118,Pan de Azucar,1107855.589,1278859.494,Tipo Milán,3'',-73.10119833,7.116823333
CALLE 3N # 17B-08,La Juventud,1104647.301,1281929.528,Tipo Milán,3'',-73.13018,7.14464
